48.839210_2.282509,-1xWYsY6rWcIvgDtwhhCCQ
48.880852_2.394894,TIpQKF7CVatitybyZsL8wQ
48.825305_2.378164,_dgQeoPp0wjLjvNvcTqXVw
48.870459_2.369510,jw-RjkS9iiat2JUl1SGGEg
48.872671_2.390959,Yu7KfbHZgVsXeyjY20AUZA
48.825027_2.371446,mibqn7hg67qJFq2upmU3OA
48.842883_2.298767,v9rG4JEwJtp4fW94yresKA
48.856460_2.272654,Bxi19vBhlBagg0A8lRDuIw
48.819582_2.373191,YobO_gjqBopp0_btlGXoOw
48.864906_2.411741,AS1xBIJR9fhPXA4kbgBl_w
48.840195_2.336379,J_M65om2i15C5w2qpvCbJQ
48.857512_2.264100,rzNJ5h25cygvCt1ALrQVwA
48.865407_2.283457,6DQOPFiN7pIsa3hm7JF1XA
48.871070_2.342930,ApS64LLDY-ryyrOkzFr9KA
48.873476_2.370208,0hlSGG9Zc8kPLQF0Xypmew
48.861586_2.344911,igYLT7MiD4HEnejhhln9Fg
48.892909_2.319562,Cg9jYy9DNiNU6qdfxLNlcw
48.828985_2.320501,ii1T_PFT8BieIibz5Vy9YQ
48.841002_2.344245,g32Ikf2Hi9KDMJVKysEsaA
48.838078_2.339150,CAoSF0NJSE0wb2dLRUlDQWdJQzQ3X1dYOWdF
48.826301_2.328405,M3GkCDnZdV2oHw_VnVCoUw
48.855251_2.393312,VHfufyBHx49uo5y0T3gGkA
48.832017_2.334332,aDrBjVAiys5k-XLi3YCR4w
48.875281_2.302346,cI2a1wRYj4BJQJq4G5tqYg
48.871566_2.318844,-pDqsxifleZOtDSW6ijT_w
48.841393_2.352628,D7fAfEF86PQKEBr1qkftuw
48.901795_2.385995,bEJCY9xteblv9nYpPhZKSQ
48.851030_2.357875,BRyN0yjjIAHToqpJ4MU0mw
48.829751_2.295636,28VJgnQ38ZKwA-WZt2y1OA
48.836737_2.278541,LCDjFTOCTBk3tLhO5INy4Q
48.856986_2.382430,LisHpf4YjsiWQ366NF_0AQ
48.866915_2.320533,3bVGOtWzEwJSm93czAB_bQ
48.826521_2.390552,mNz9JD5c32i02eivP9NxSg
48.840828_2.303957,Dmu6P37MGhHcMDFmCyUDhw
48.884156_2.366384,UEtxrmuBVZEHv-oOM8fbJA
48.855893_2.314992,B3cNHjo7SvPP-pwQOdie4w
48.867564_2.390542,sX0Fcx8mfm92byVQeZ5flg
48.863614_2.342211,zBVMfn7zx9qnjBC8-3QXpA
48.858991_2.345823,X9Qre9vwXXN1co6-zkxo9Q
48.858674_2.285256,kX-huhZ36Q72qbgDct3p_Q
48.849604_2.350828,JY8BwTXAMC0WK_oJRDoKpw
48.863071_2.386080,-6hd1uY1yBkWbcwRhWVHag
48.844145_2.387634,9V_tvWva-q-rUiWWBwUOzQ
48.868919_2.273523,4KYSTZojKBwzguJs3iMQZQ
48.869580_2.340461,2qLHrZVv_Vy_c1-thtWFIQ
48.881191_2.361914,vwgUUWQzAZFO7vI3FJAu_A
48.848100_2.330543,X8PAHDb-hQtgYlSwrkvm1w
48.872355_2.281608,CqET02njP7FVaHLjY4AqGA
48.887080_2.347634,u5jlP5neqza-ipf9hOZK2g
48.825839_2.353731,bfWYs6nYWyIsw8qb-VXmsA
48.837101_2.273818,seI_9LGg5qnowW6tFucGZw
